Package,File Name,Application Name,Generic Name
nitrokey-app,nitrokey-app.desktop,Nitrokey App,Nitrokey Management Application
nitrokey-authenticator,NitrokeyAuthenticator.desktop,NitrokeyAuthenticator,
nixnote2,nixnote2.desktop,NixNote2,NixNote2
njam,njam.desktop,Njam,
njplot,njplot.desktop,NJplot,Tree Plotter
njplot,unrooted.desktop,NJplot (unrooted),Tree Plotter
nlkt,nlkt.desktop,nlkt,
nm-tray,nm-tray.desktop,nm-tray,
nmapsi4,nmapsi4-admin.desktop,NmapSI4 - Full mode,
nmapsi4,nmapsi4.desktop,NmapSI4 - User mode,
noblenote,noblenote.desktop,nobleNote,
noiz2sa,noiz2sa.desktop,Noiz2sa,
notification-daemon,notification-daemon.desktop,Notification Daemon,
notmuch,notmuch-emacs-mua.desktop,Notmuch (emacs interface),Email Client
nrefactory-samples,nrefactory-demo-gtk.desktop,NRefactory Demo (GTK#),NRefactory Demo
nrefactory-samples,nrefactory-demo-swf.desktop,NRefactory Demo (System.Windows.Forms),NRefactory Demo
nsnake,nsnake.desktop,nsnake,Classic snake game on the terminal
nted,nted.desktop,NtEd,Score Editor
numptyphysics,numptyphysics.desktop,Numpty Physics,
nuntius,org.holylobster.nuntius.desktop,Nuntius,Nuntius
nvpy,nvpy.desktop,nvPY,
nvtv,nvtv.desktop,Nvtv TV Out,
obconf,obconf.desktop,Openbox Configuration Manager,Configuration Manager
obconf-qt,obconf-qt.desktop,Openbox Settings,Window Manager Settings
objcryst-fox,fox.desktop,Fox,Diffraction Analysis
obs-studio,com.obsproject.Studio.desktop,OBS Studio,Streaming/Recording Software
ocaml-interp,ocaml.desktop,OCaml,OCaml Toplevel
occt-draw,occt-draw.desktop,OpenCASCADE,
oce-draw,oce-draw.desktop,OpenCASCADE,
ocrfeeder,org.gnome.OCRFeeder.desktop,OCRFeeder,
octave,org.octave.Octave.desktop,GNU Octave,
odin,odin.desktop,Odin,Object-oriented Development Interface for NMR
odin,pulsar.desktop,Pulsar,Create/simulate radio-frequency pulses in magnetic resonance
ogmrip,ogmrip.desktop,DVD Encoder OGMRip,
okteta,org.kde.okteta.desktop,Okteta,Hex Editor
okular,okularApplication_comicbook.desktop,Okular,Document Viewer
okular,okularApplication_dvi.desktop,Okular,Document Viewer
okular,okularApplication_fax.desktop,Okular,Document Viewer
okular,okularApplication_fb.desktop,Okular,Document Viewer
okular,okularApplication_ghostview.desktop,Okular,Document Viewer
okular,okularApplication_kimgio.desktop,Okular,Document Viewer
okular,okularApplication_mobi.desktop,Okular,Document Viewer
okular,okularApplication_pdf.desktop,Okular,Document Viewer
okular,okularApplication_plucker.desktop,Okular,Document Viewer
okular,okularApplication_txt.desktop,Okular,Document Viewer
okular,okularApplication_xps.desktop,Okular,Document Viewer
okular,org.kde.okular.desktop,Okular,Document Viewer
okular-backend-odp,okularApplication_odp_calligra.desktop,okular,Document Viewer
okular-backend-odp,okularApplication_powerpoint_calligra.desktop,okular,Document Viewer
okular-backend-odp,okularApplication_pptx_calligra.desktop,okular,Document Viewer
okular-backend-odt,okularApplication_doc_calligra.desktop,okular,Document Viewer
okular-backend-odt,okularApplication_docx_calligra.desktop,okular,Document Viewer
okular-backend-odt,okularApplication_odt_calligra.desktop,okular,Document Viewer
okular-backend-odt,okularApplication_rtf_calligra.desktop,okular,Document Viewer
okular-backend-odt,okularApplication_wpd_calligra.desktop,okular,Document Viewer
okular-extra-backends,okularApplication_chm.desktop,Okular,Document Viewer
okular-extra-backends,okularApplication_djvu.desktop,Okular,Document Viewer
okular-extra-backends,okularApplication_epub.desktop,Okular,Document Viewer
okular-extra-backends,okularApplication_md.desktop,Okular,Document Viewer
okular-extra-backends,okularApplication_tiff.desktop,Okular,Document Viewer
okular-extra-backends,org.kde.mobile.okular_chm.desktop,Reader,Document viewer
okular-extra-backends,org.kde.mobile.okular_djvu.desktop,Reader,Document viewer
okular-extra-backends,org.kde.mobile.okular_epub.desktop,Reader,Document viewer
okular-extra-backends,org.kde.mobile.okular_md.desktop,Reader,Document viewer
okular-extra-backends,org.kde.mobile.okular_tiff.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_comicbook.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_dvi.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_fax.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_fb.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_ghostview.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_kimgio.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_mobi.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_pdf.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_plucker.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_txt.desktop,Reader,Document viewer
okular-mobile,org.kde.mobile.okular_xps.desktop,Reader,Document viewer
okular-mobile,org.kde.okular.kirigami.desktop,Okular,Document viewer
olive-editor,org.olivevideoeditor.Olive.desktop,Olive,
omega-rpg,omega-rpg.desktop,Omega,
omegat,omegat.desktop,OmegaT,
onboard,onboard-settings.desktop,Onboard Settings,Onboard onscreen keyboard settings
onboard,onboard.desktop,Onboard,Onboard onscreen keyboard
oneisenough,oneisenough.desktop,One Is Enough,oneisenough
oneko,oneko.desktop,Oneko,
onioncircuits,onioncircuits.desktop,Onion Circuits,
onionshare,org.onionshare.OnionShare.desktop,OnionShare,OnionShare Client
open-adventure,advent.desktop,Open Adventure,
open-invaders,open-invaders.desktop,Open Invaders,Space Invaders clone
openarena,openarena.desktop,OpenArena,
openboard,openboard.desktop,OpenBoard,
openbox,openbox.desktop,Openbox,
openbox-lxde-session,lxde-logout.desktop,Logout,
openbox-lxde-session,lxde-screenlock.desktop,ScreenLock,
opencfu,opencfu.desktop,OpenCFU,
opencity,opencity.desktop,OpenCity,City simulator
openclonk,openclonk.desktop,OpenClonk,"Multiplayer action, tactics and skill game"
opencpn,opencpn.desktop,OpenCPN,
opencubicplayer,cubic.org-opencubicplayer.desktop,Open Cubic Player,Music Player
opendrop,opendrop.desktop,OpenDrop,OpenDrop
openjazz,OpenJazz-HH95.desktop,OpenJazz Holiday Hare '95,
openjazz,OpenJazz.desktop,OpenJazz,
openlp,openlp.desktop,OpenLP,Church lyrics projection
openmcdf,structuredstorageexplorer.desktop,Structured Storage Explorer,StructuredStorageExplorer
openmotor,openmotor.desktop,OpenMotor,Rocket Motor Simulator
openmsx,openmsx.desktop,openMSX,
openmsx-catapult,openMSX-Catapult.desktop,openMSX Catapult,
openmsx-debugger,openmsx-debugger.desktop,OpenMSX Debugger,
openmw-cs,org.openmw.cs.desktop,OpenMW Content Editor,Content Editor
openmw-launcher,org.openmw.launcher.desktop,OpenMW Launcher,Role Playing Game
openorienteering-mapper,Mapper.desktop,OpenOrienteering Mapper,
openpgp-applet,openpgp-applet.desktop,OpenPGP Applet,Applet for OpenPGP text encryption
openpref,openpref.desktop,Openpref,Card game of preferans
opensc,org.opensc.notify.desktop,OpenSC Notify,Smard card notification
openscad,openscad.desktop,OpenSCAD,
openshot-qt,org.openshot.OpenShot.desktop,OpenShot Video Editor,Video Editor
openssn,openssn.desktop,OpenSSN,Tactical submarine simulator
openstereogram,openstereogram.desktop,OpenSterogram,
openttd,openttd.desktop,OpenTTD,
opentyrian,opentyrian.desktop,OpenTyrian,
openuniverse,openuniverse.desktop,OpenUniverse Space Simulator,Space Simulator
openyahtzee,openyahtzee.desktop,Open Yahtzee,Yahtzee
ophcrack,ophcrack.desktop,Ophcrack,
optgeo,optgeo.desktop,OptGeo,Simulator for geometrical optics
opticalraytracer,opticalraytracer.desktop,OpticalRayTracer,
orbital-eunuchs-sniper,orbital-eunuchs-sniper.desktop,Orbital Eunuchs Sniper,
oregano,oregano.desktop,Oregano,Electrical Engineering Tool
osdlyrics,osdlyrics.desktop,OSD Lyrics,Lyrics Show
osmo,osmo.desktop,Osmo,Osmo
osmose-emulator,osmose-emulator.desktop,Osmose Emulator,
othman,Othman.desktop,Othman Quran Browser,Electronic Mus-haf
otpclient,com.github.paolostivanin.OTPClient.desktop,OTPClient,
out-of-order,out-of-order.desktop,Out Of Order,
overgod,overgod.desktop,Overgod,
package-update-indicator,org.guido-berhoerster.code.package-update-indicator.preferences.desktop,Package Update Indicator Preferences,Package Update Indicator Preferences
packagesearch,packagesearch.desktop,Debian Package Search,
packeth,packeth.desktop,PackETH,Packet Generator
packetsender,packetsender.desktop,Packet Sender,
pacman,pacman.desktop,Pacman,Arcade Game
pacman4console,pacman4console.desktop,Pacman for Console,pacman4console
padthv1,padthv1.desktop,padthv1,MIDI
pageedit,pageedit.desktop,PageEdit,
paje.app,paje.desktop,Paje Trace Viewer,Trace Viewer
palapeli,org.kde.palapeli.desktop,Palapeli,Jigsaw puzzle game
pan,pan.desktop,Pan,Newsreader
pangoterm,pangoterm.desktop,PangoTerm,
pangzero,pangzero.desktop,Pang Zero,pangzero
paperwork-gtk,work.openpaper.Paperwork.desktop,Paperwork,Personal Document Manager
paprefs,paprefs.desktop,PulseAudio Preferences,Sound Server Preferences
paraview,org.paraview.ParaView.desktop,ParaView,
paraview,paraview.desktop,ParaView Client,Data Viewer
parcellite,parcellite.desktop,Parcellite,Clipboard Manager
parlatype,org.parlatype.Parlatype.desktop,Parlatype,
parley,org.kde.parley.desktop,Parley,Vocabulary Trainer
parole,org.xfce.Parole.desktop,Parole Media Player,
parsec47,parsec47.desktop,PARSEC47,
partitionmanager,org.kde.partitionmanager.desktop,KDE Partition Manager,Partition Editor
passage,passage.desktop,Passage,Life game
password-gorilla,password-gorilla.desktop,Password Gorilla,
passwordsafe,passwordsafe.desktop,Password Safe,
pasystray,pasystray.desktop,PulseAudio System Tray,
pathogen,pathogen.desktop,Pathogen,pathogen
pathological,pathological.desktop,Pathological,
paulstretch,paulstretch.desktop,paulstretch,Extreme Sound Time-Stretch
pavucontrol,pavucontrol.desktop,PulseAudio Volume Control,Volume Control
pavucontrol-qt,pavucontrol-qt.desktop,PulseAudio Volume Control,Volume Control
pavumeter,pavumeter-record.desktop,PulseAudio Volume Meter (Capture),Capture Volume Meter
pavumeter,pavumeter.desktop,PulseAudio Volume Meter (Playback),Playback Volume Meter
pax-britannica,pax-britannica.desktop,Pax Britannica,
pcalendar,pcalendar.desktop,Periodic Calendar,Periodic Calendar
pcb-common,pcb.desktop,gEDA PCB,gEDA PCB Layout Editor
pcmanfm,pcmanfm-desktop-pref.desktop,Desktop Preferences,
pcmanfm,pcmanfm.desktop,File Manager PCManFM,File Manager
pcmanfm-qt,pcmanfm-qt-desktop-pref.desktop,Desktop,Desktop Settings
pcmanfm-qt,pcmanfm-qt.desktop,PCManFM-Qt File Manager,File Manager
pcmanx-gtk2,pcmanx.desktop,PCManX BBS Client,PCManX BBS Client
pcp-gui,pmchart.desktop,PCP Charts,
pcsc-tools,gscriptor.desktop,Gscriptor,
pcsxr,pcsxr.desktop,PCSXR,PlayStation Emulator
pdf-presenter-console,pdf-presenter-console.desktop,PDF Presenter Console,
pdfarranger,com.github.jeromerobert.pdfarranger.desktop,PDF Arranger,
pdfchain,pdfchain.desktop,PDF Chain,pdfchain
pdfmod,pdfmod.desktop,PDF Mod,PDF Modifier
pdfsam,pdfsam.desktop,PDFsam Basic,PDF split and merge
peek,com.uploadedlobster.peek.desktop,Peek,Animated GIF recorder
peg-e,peg-e.desktop,Peg-E,Peg Elimination Game
peg-solitaire,peg-solitaire.desktop,Peg-Solitaire,Peg-Solitaire
pegsolitaire,com.github.jnumm.pegsolitaire.desktop,Peg Solitaire,
pekka-kana-2,pekka-kana-2.desktop,Pekka Kana 2,
pencil2d,org.pencil2d.Pencil2D.desktop,Pencil2D,Animation Software
pente,pente.desktop,Pente,
pentobi,io.sourceforge.pentobi.desktop,Pentobi,Computer opponent for Blokus
peony,peony-computer.desktop,Peony Computer,Computer
peony,peony-desktop.desktop,Peony Desktop,Desktop Manager
peony,peony-home.desktop,Peony Home,Home
peony,peony-trash.desktop,Peony Trash,Trash
peony,peony.desktop,Peony,UKUI File Manager
performous,performous.desktop,Performous,
performous-composer,performous-composer.desktop,performous-Composer,
perlprimer,perlprimer.desktop,PerlPrimer,Primer design
persepolis,persepolis.desktop,Persepolis Download Manager,Download Manager
peruse,org.kde.peruse.desktop,Peruse,Comic Book Reader
peruse,org.kde.perusecreator.desktop,Peruse Creator,Comic Book Creator
petris,petris.desktop,Petris,Blocks Game
pfm,pfm-postgresforms.desktop,Postgres Forms (pfm),Postgres Forms
pgn2web,pgn2web.desktop,pgn2web,
phasex,phasex.desktop,PHASEX,
phlipple,phlipple.desktop,Phlipple,
phosh,sm.puri.Phosh.desktop,Phone Shell,
phosh-osk-stub,sm.puri.OSK0.desktop,On-screen keyboard stub,
photocollage,photocollage.desktop,PhotoCollage,
photofilmstrip,photofilmstrip.desktop,PhotoFilmStrip,Slideshow Creator
photoflare,photoflare.desktop,PhotoFlare,Image Editor
photoflow,photoflow.desktop,PhotoFlow,RAW and bitmap photo editing
phototonic,phototonic.desktop,Phototonic,Image Viewer
phpliteadmin,phpliteadmin.desktop,phpLiteAdmin,
pianobooster,pianobooster.desktop,Piano Booster,Piano Teacher
picard,org.musicbrainz.Picard.desktop,MusicBrainz Picard,
picmi,org.kde.picmi.desktop,picmi,Logic Game
picom,picom.desktop,picom,X compositor
pidgin,pidgin.desktop,Pidgin Internet Messenger,Internet Messenger
pikopixel.app,PikoPixel.desktop,PikoPixel,
pim-data-exporter,org.kde.pimdataexporter.desktop,PIM Data Exporter,Saves and restores all data from PIM apps
pim-sieve-editor,org.kde.sieveeditor.desktop,Sieve Editor,Editor for email filter Sieve scripts
pinball,pinball.desktop,Emilia Pinball,
pineapple-pictures,net.blumia.pineapple-pictures.desktop,Pineapple Pictures,Image Viewer
pingus,pingus.desktop,Pingus,Free Lemmings(TM) clone
pinhole,net.flyingpimonster.Camera.desktop,Camera,
pink-pony,pink-pony.desktop,Pink Pony,
pinot,pinot-prefs.desktop,File Indexing and Search,
pinot,pinot.desktop,Pinot Metasearch Tool,
pioneers,pioneers-editor.desktop,Pioneers Editor,
pioneers,pioneers-server-gtk.desktop,Pioneers Server,
pioneers,pioneers.desktop,Pioneers,
pipenightdreams,pipenightdreams.desktop,Pipenightdreams,Pipe connecting game
piper,org.freedesktop.Piper.desktop,Piper,
piperka-client,piperka-client.desktop,Piperka Client,
pipewalker,pipewalker.desktop,PipeWalker,
pithos,pithos.desktop,Pithos,
pitivi,org.pitivi.Pitivi.desktop,Pitivi,Video Editor
pixelize,pixelize.desktop,Pixelize,
pixelmed-webstart-apps,ConvertAmicasJPEG2000FilesetToDicom.desktop,ConvertAmicasJPEG2000FilesetToDicom,ConvertAmicasJPEG2000FilesetToDicom Application
pixelmed-webstart-apps,DicomCleaner.desktop,DicomCleaner,DicomCleaner Application
pixelmed-webstart-apps,DicomImageBlackout.desktop,DicomImageBlackout,DicomImageBlackout Application
pixelmed-webstart-apps,DicomImageViewer.desktop,DicomImageViewer,DicomImageViewer Application
pixelmed-webstart-apps,DoseUtility.desktop,DoseUtility,Dose Utility Application
pixelmed-webstart-apps,MediaImporter.desktop,MediaImporter,MediaImporter Application
pixelmed-webstart-apps,WatchFolderAndSend.desktop,WatchFolderAndSend,WatchFolderAndSend Application
plakativ,de.mister-muffin.plakativ.desktop,Plakativ,
planetblupi,planetblupi.desktop,Planet Blupi,Video Game
planets,planets.desktop,Planets,
plank,plank.desktop,Plank,Dock
planner,planner.desktop,Planner,Project Management
plasma-desktop,org.kde.knetattach.desktop,KNetAttach,Network Folder Wizard
plasma-desktop,org.kde.plasma.emojier.desktop,Emoji Selector,
plasma-discover,org.kde.discover.apt.urlhandler.desktop,Discover,Software Center
plasma-discover,org.kde.discover.desktop,Discover,Software Center
plasma-discover,org.kde.discover.notifier.desktop,Discover,
plasma-discover,org.kde.discover.urlhandler.desktop,Discover,Software Center
plasma-discover-backend-flatpak,org.kde.discover-flatpak.desktop,Discover,
plasma-discover-backend-snap,org.kde.discover.snap.urlhandler.desktop,Discover,Software Center
plasma-sdk,org.kde.cuttlefish.desktop,Cuttlefish,Icon Viewer
plasma-sdk,org.kde.plasma.lookandfeelexplorer.desktop,Plasma Global Theme Explorer,
plasma-sdk,org.kde.plasma.themeexplorer.desktop,Plasma Theme Explorer,
plasma-sdk,org.kde.plasmaengineexplorer.desktop,Plasma Engine Explorer,Plasma Data Engines Viewing Tool
plasma-sdk,org.kde.plasmoidviewer.desktop,Plasmoidviewer,Plasma Widget Testing Tool
plasma-systemmonitor,org.kde.plasma-systemmonitor.desktop,System Monitor,System Monitor
plasma-workspace,org.kde.kcolorschemeeditor.desktop,KColorSchemeEditor,Color scheme editor
plasma-workspace,org.kde.kfontview.desktop,KFontView,Font Viewer
plasma-workspace,org.kde.klipper.desktop,Klipper,Clipboard Tool
plasma-workspace,org.kde.plasmashell.desktop,Plasma Desktop Workspace,
plasma-workspace,org.kde.systemmonitor.desktop,System Monitor,
plasma-workspace,plasma-windowed.desktop,Plasma Windowed,
plasmidomics,plasmidomics.desktop,Plasmidomics,Plasmid drawer
plater,plater.desktop,Plater,Plate building tool
playitslowly,playitslowly.desktop,Play it Slowly,Play it Slowly
playonlinux,PlayOnLinux.desktop,PlayOnLinux,
plee-the-bear,plee-the-bear.desktop,Plee the Bear,A 2D platform game
plopfolio.app,PlopFolio.desktop,PlopFolio,
plover,plover.desktop,Plover,
pluma,pluma.desktop,Pluma,Text Editor
plume-creator,plume-creator.desktop,Plume Creator,Writing software
pnmixer,pnmixer.desktop,PNMixer,System Tray Mixer
poe.app,Poe.desktop,Poe,
poedit,net.poedit.Poedit.desktop,Poedit,Translation editor
poedit,net.poedit.PoeditURI.desktop,Poedit,
poezio,io.poez.Poezio.desktop,Poezio,Poezio
pokemmo-installer,pokemmo-installer.desktop,PokeMMO Installer,
pokerth,pokerth.desktop,PokerTH,Poker Card Game
polari,org.gnome.Polari.desktop,Polari,
policycoreutils-gui,sepolicy.desktop,SELinux Policy Management Tool,
polkit-kde-agent-1,org.kde.polkit-kde-authentication-agent-1.desktop,PolicyKit Authentication Agent,
polyphone,com.polyphone_soundfonts.polyphone.desktop,Polyphone,
pong2,pong2.desktop,Pong2,
ponyprog,ponyprog.desktop,Ponyprog,
posterazor,io.sourceforge.posterazor.desktop,PosteRazor,
powder,powder.desktop,Powder,
powermanga,powermanga.desktop,Powermanga,PowerManga
pppoeconf,pppoeconf.desktop,ADSL/PPPOE configuration,
pqiv,pqiv.desktop,pqiv,
praat,praat.desktop,Praat Speech Analyzer,Speech Analyzer
pragha,pragha.desktop,Pragha,Music Player
prboom-plus,prboom-plus.desktop,PrBoom+,
prerex,prerex.desktop,prerex,Prerequisite Chart Editor
preview.app,Preview.desktop,Preview,
price.app,PRICE.desktop,PRICE,
primrose,primrose.desktop,Primrose,
print-manager,org.kde.ConfigurePrinter.desktop,Configure Printer,
print-manager,org.kde.PrintQueue.desktop,Print Queue,
print-manager,org.kde.kde-add-printer.desktop,Add Printer,
printer-driver-foo2zjs-common,hplj1020.desktop,Reactivate HP LaserJet 1018/1020 after reloading paper,
process-viewer,process-viewer.desktop,Process Viewer,Process Viewer
projectcenter.app,ProjectCenter.desktop,ProjectCenter,
projecteur,projecteur.desktop,Projecteur,Linux/X11 application for the Logitech Spotlight device.
projectl,projectl.desktop,ProjectL,
projectm-jack,projectM-jack.desktop,projectM Jack Audio Visualization,JACK Audio Stream Visualization
projectm-pulseaudio,projectM-pulseaudio.desktop,projectM PulseAudio Visualization,PulseAudio Stream Visualization
