Section,Subsection,Name,Verdict,Score,Cost (MiB),Rank,Description
games,racing,antigravitaattori,TODO,104100,4,26025,Multiplayer flying saucer racing game
games,racing,armagetronad,TODO,56862,3,18954,3D Tron-like high speed game
games,racing,bloboats,TODO,78159,3,26053,Boat racing game
games,racing,dustracing2d,TODO,172074,6,28679,tile-based 2D racing game
games,racing,extremetuxracer,TODO,508892,41,12412,"3D racing game featuring Tux, the Linux penguin"
games,racing,gltron,TODO,149412,6,24902,3D lightcycle game
games,racing,pink-pony,TODO,670186,22,30463,3D racing game with ponies
games,racing,pyracerz,TODO,673420,20,33671,multiplayer top view 2D racing game
games,racing,stormbaancoureur,TODO,160435,5,32087,simulated obstacle course for automobiles
games,racing,supertuxkart,TODO,4862920,610,7972,"3D arcade racer with a variety of characters, tracks, and modes to play"
games,racing,torcs,TODO,6130880,320,19159,3D racing cars simulator game using OpenGL
games,racing,trigger-rally,TODO,3115560,120,25963,3D rally car racing game
games,racing,trophy,TODO,398874,14,28491,2D car racing action game
games,racing,xmoto,TODO,945546,47,20118,2D motocross platform game
games,racing,xracer,TODO,136328,4,34082,Futuristic racing game
games,rogue,allure,TODO,257752,8,32219,near-future Sci-Fi roguelike and tactical squad game
games,rogue,angband,TODO,291603,13,22431,"Single-player, text-based, dungeon simulation game"
games,rogue,cataclysm-dda-sdl,TODO,1147036,44,26069,post-apocalyptic roguelike game - SDL interface
games,rogue,hyperrogue,TODO,314364,12,26197,non-euclidean graphical rogue-like game
games,rogue,lambdahack,TODO,398872,8,49859,tactical squad ASCII roguelike dungeon crawler game engine
games,rogue,meritous,TODO,418495,11,38045,action-adventure dungeon crawl game
games,rogue,nethack-x11,TODO,38622,2,19311,dungeon crawl game - X11 interface
games,rpg,adonthell,TODO,248922,9,27658,2D graphical roleplaying game
games,rpg,ardentryst,TODO,1172148,38,30846,"Action/RPG sidescoller, focused on story and character development"
games,rpg,crossfire-client,TODO,297230,10,29723,Client for the multiplayer roguelike Crossfire
games,rpg,flare-game,TODO,11846250,130,91125,fantasy single-player 2D action role-playing game
games,rpg,freedink,TODO,5980000,65,92000,humorous top-down adventure and role-playing game
games,rpg,freedroidrpg,TODO,5857870,230,25469,Isometric RPG influenced by Paradroid
games,rpg,gm-assistant,TODO,69026,2,34513,Game Master assistant for role-playing games
games,rpg,kildclient,TODO,31195,1,31195,powerful MUD client with a built-in Perl interpreter
games,rpg,magicmaze,TODO,537778,17,31634,rescue the maiden while avoiding the monsters
games,rpg,manaplus,TODO,354783,13,27291,Extended client for Evol Online and The Mana World
games,rpg,minetest,TODO,75564,9,8396,Multiplayer infinite-world block sandbox
games,rpg,openmw,TODO,980843,47,20869,Open-world RPG game engine
games,rpg,openmw-cs,TODO,2030864,44,46156,Content editor for use with OpenMW
games,shootemup,alienblaster,TODO,349650,15,23310,Classic 2D shoot 'em up
games,shootemup,barrage,TODO,322520,10,32252,Rather destructive action game
games,shootemup,chromium-bsu,TODO,81320,5,16264,"fast paced, arcade-style, scrolling space shooter"
games,shootemup,criticalmass,TODO,349843,13,26911,Shoot-em-up a la galaxian
games,shootemup,dangen,TODO,73206,2,36603,shoot 'em up game where accurate shooting matters
games,shootemup,dodgindiamond2,TODO,309610,10,30961,Little shoot-'em-up arcade game for one or two players
games,shootemup,excellent-bifurcation,TODO,64960,2,32480,abstract vertical shooter with two sides to play on
games,shootemup,freedroid,TODO,430920,15,28728,Clone of Paradroid - a strategic shoot-em up
games,shootemup,funnyboat,TODO,523020,20,26151,side scrolling arcade shooter game on a steamboat
games,shootemup,geki2,TODO,31068,1,31068,Xenon-like vertical shoot'em-up
games,shootemup,geki3,TODO,32548,1,32548,R-Type-like horizontal shoot'em-up
games,shootemup,gravitywars,TODO,69074,2,34537,clone of Gravity Force
games,shootemup,gunroar,TODO,497648,16,31103,360-degree gunboat shooter
games,shootemup,ii-esu,TODO,380369,11,34579,shooter game
games,shootemup,ketm,TODO,111069,3,37023,old school 2D-scrolling shooter
games,shootemup,kraptor,TODO,279150,10,27915,Classic shoot 'em up scroller game
games,shootemup,maelstrom,TODO,75402,3,25134,Arcade-style game resembling Asteroids
games,shootemup,marsshooter,TODO,1828321,71,25751,ridiculous space shooter governed by the laws of gravity
games,shootemup,mu-cade,TODO,538322,17,31666,"physics centipede invasion, smashup waggly shmup"
games,shootemup,noiz2sa,TODO,686520,18,38140,abstract arcade shooter
games,shootemup,open-invaders,TODO,83464,4,20866,Space Invaders clone
games,shootemup,overgod,TODO,76396,2,38198,bi-directional scrolling arcade game
games,shootemup,parsec47,TODO,534285,15,35619,retromodern hispeed shmup
games,shootemup,powermanga,TODO,520885,19,27415,vertical shoot 'em up with colourful 3D graphics
games,shootemup,projectl,TODO,392964,11,35724,sword action shooting
games,shootemup,rafkill,TODO,232014,6,38669,vertical shoot'em-up similar to Raptor: Call of the Shadows
games,shootemup,rockdodger,TODO,359900,10,35990,Fly through an asteroid field avoiding rocks and greeblies
games,shootemup,rrootage,TODO,467987,13,35999,arcade-style space shooting game
games,shootemup,sopwith,TODO,64150,2,32075,port of the 1980's side-scrolling WWI dogfighting game
games,shootemup,starfighter,TODO,1689655,55,30721,2D scrolling shooter game
games,shootemup,supertransball2,TODO,339560,10,33956,Thrust type of game
games,shootemup,tatan,TODO,466680,12,38890,pointing STG shooter game
games,shootemup,tenmado,TODO,77804,2,38902,hard-core shoot 'em up game in blue-or-red world
games,shootemup,titanion,TODO,622848,16,38928,strike down super high-velocity swooping insects
games,shootemup,torus-trooper,TODO,577881,17,33993,speeding ship sailing through barrage
games,shootemup,transcend,TODO,72382,2,36191,"retro-style, abstract 2D shooter"
games,shootemup,triplane,TODO,374022,11,34002,side-scrolling dogfighting game
games,shootemup,tumiki-fighters,TODO,579968,16,36248,sticky 2D shooter
games,shootemup,val-and-rick,TODO,471484,13,36268,shooter game
games,shootemup,viruskiller,TODO,342108,12,28509,Game about viruses invading your computer
games,shootemup,wing,TODO,32166,1,32166,Galaga-like arcade game
games,shootemup,wordwarvi,TODO,390390,10,39039,retro-styled side-scrolling shoot'em up arcade game
games,shootemup,xgalaga,TODO,24779,1,24779,X version of the famous Galaga game
games,shootemup,xgalaga++,TODO,30807,1,30807,"classic single screen vertical shooter, inspired by xgalaga"
games,shootemup,xinv3d,TODO,42608,1,42608,3D space invaders for X
games,shootemup,xsoldier,TODO,61640,2,30820,"shoot 'em up game with the ""not shooting"" bonus"
games,simulation,acm,TODO,32214,1,32214,Multi-player classic aerial combat simulation
games,simulation,billard-gl,TODO,21337,1,21337,3D billiards game
games,simulation,bzflag-client,TODO,245136,12,20428,3D first person tank battle game -- client
games,simulation,crrcsim,TODO,278397,9,30933,Model-Airplane Flight Simulator
games,simulation,csmash,TODO,356026,11,32366,"CannonSmash, a table tennis simulation game"
games,simulation,cultivation,TODO,55484,2,27742,game about the interactions within a gardening community
games,simulation,flightgear,FAIL,29298600,1800,16277,Flight Gear Flight Simulator
games,simulation,foobillardplus,TODO,586208,32,18319,3D OpenGL Billiard Game
games,simulation,gl-117,TODO,291948,12,24329,action flight simulator
games,simulation,gtkpool,TODO,32603,1,32603,simple pool billiard game written with GTK+
games,simulation,lightspeed,FAIL,N/A,N/A,N/A,N/A
games,simulation,lincity,TODO,25116,1,25116,build & maintain a city/country
games,simulation,lincity-ng,TODO,1130965,55,20563,City simulator game with polished graphics
games,simulation,micropolis,TODO,226308,12,18859,real-time city management simulator
games,simulation,netrek-client-cow,TODO,828612,12,69051,client for netrek online game
games,simulation,opencity,TODO,424224,18,23568,3D city simulator game
games,simulation,openssn,TODO,423720,15,28248,modern submarine tactical simulator
games,simulation,openttd,TODO,174902,14,12493,reimplementation of Transport Tycoon Deluxe with enhancements
games,simulation,pinball,TODO,284228,14,20302,Emilia Pinball Emulator
games,simulation,pmars,TODO,53535,1,53535,"Portable MARS, Core War simulator"
games,simulation,searchandrescue,TODO,1357920,46,29520,fly aircraft to search (for) and rescue people in distress
games,simulation,simutrans,TODO,289086,14,20649,transportation simulator
games,simulation,singularity,TODO,178128,16,11133,game where one becomes the singularity
games,simulation,stormbaancoureur,TODO,160435,5,32087,simulated obstacle course for automobiles
games,sport,blobby,TODO,101544,4,25386,Volleyball game with blobs
games,sport,bygfoot,FAIL,N/A,N/A,N/A,N/A
games,sport,csmash,TODO,356026,11,32366,"CannonSmash, a table tennis simulation game"
games,sport,etw,TODO,172218,6,28703,arcade-style soccer game
games,sport,freetennis,TODO,585871,17,34463,Free Tennis - simulation game
games,sport,gav,TODO,62126,2,31063,GPL Arcade Volleyball
games,sport,neverputt,TODO,486648,24,20277,3D miniature golf game
games,sport,slimevolley,TODO,72178,2,36089,unrealistic 2D volleyball simulation
games,sport,tennix,TODO,569160,12,47430,2D tennis game
games,sport,tuxfootball,TODO,670125,25,26805,great 2D soccer (sometimes called football) game
games,sport,tuxpuck,TODO,46550,2,23275,air hockey game for single players
games,strategy,0ad,TODO,12195400,1400,8711,Real-time strategy game of ancient warfare
games,strategy,7kaa,TODO,754050,33,22850,Seven Kingdoms Ancient Adversaries: real-time strategy game
games,strategy,asc,TODO,1418340,44,32235,turn-based strategy game
games,strategy,atanks,TODO,148280,5,29656,tank-battling game
games,strategy,biloba,TODO,387120,12,32260,turn based strategy board game for up to 4 players
games,strategy,boswars,TODO,1853397,73,25389,futuristic real-time strategy game
games,strategy,bygfoot,FAIL,N/A,N/A,N/A,N/A
games,strategy,colobot,TODO,1913395,95,20141,educational programming strategy game
games,strategy,crimson,TODO,342550,10,34255,hex-based tactical game
games,strategy,dopewars,TODO,278667,9,30963,drug-dealing game set in streets of New York City
games,strategy,endless-sky,TODO,1210160,70,17288,space exploration and combat game
games,strategy,freeciv,TODO,531748,28,18991,Civilization turn based strategy game
games,strategy,freecol,FAIL,,ERROR,17294,open source remake of the old Colonization
games,strategy,freeorion,TODO,2443090,130,18793,turn-based space empire and galactic conquest game
games,strategy,gbatnav,TODO,29813,1,29813,networked BattleShip game
games,strategy,gigalomania,TODO,1105140,30,36838,Mega-Lo-Mania-like god game
games,strategy,glob2,TODO,350909,13,26993,innovative Real Time Strategy game
games,strategy,hedgewars,TODO,2744800,160,17155,"Funny turn-based artillery game, featuring fighting hedgehogs!"
games,strategy,ironseed,TODO,517335,13,39795,science-fiction exploration/strategy adventure game in space
games,strategy,lgeneral,TODO,407825,11,37075,strategy game in the tradition of Panzer General
games,strategy,lightyears,TODO,533136,16,33321,single player real-time strategy game with steampunk sci-fi
games,strategy,liquidwar,TODO,109080,4,27270,truly original multiplayer wargame
games,strategy,lordsawar,TODO,834125,25,33365,Clone of the popular SSG game Warlords II
games,strategy,megaglest,FAIL,,ERROR,23546,3D multi-player real time strategy game
games,strategy,naev,TODO,11085550,350,31673,2D action/rpg space game
games,strategy,netpanzer,TODO,745056,18,41392,online multiplayer tactical warfare game
games,strategy,netrek-client-cow,TODO,828612,12,69051,client for netrek online game
games,strategy,openclonk,TODO,3019320,120,25161,"multiplayer game of strategy, action and skill"
games,strategy,openttd,TODO,174902,14,12493,reimplementation of Transport Tycoon Deluxe with enhancements
games,strategy,pax-britannica,TODO,343980,9,38220,one-button multi-player real-time strategy game
games,strategy,pingus,TODO,375276,22,17058,Free Lemmings(TM) clone
games,strategy,pioneers,TODO,96216,4,24054,Settlers of Catan board game
games,strategy,planetblupi,TODO,2650455,87,30465,Planet Blupi - A delirious spell-binding game
games,strategy,qonk,TODO,187828,4,46957,Small build-and-conquer strategy game with very simple rules
games,strategy,singularity,TODO,178128,16,11133,game where one becomes the singularity
games,strategy,spacezero,TODO,194150,5,38830,"Real Time Strategy 2D space combat, multiplayer net game."
games,strategy,spring,TODO,468554,17,27562,modern full-3D RTS game engine
games,strategy,springlobby,TODO,227826,9,25314,single/multiplayer lobby for the Spring RTS engine
games,strategy,teg,TODO,82746,3,27582,Turn based strategy game
games,strategy,triplea,FAIL,,ERROR,38941,Turn based strategy game
games,strategy,ufoai,TODO,26078800,1100,23708,UFO: Alien Invasion -- build your team and stop the aliens
games,strategy,unknown-horizons,TODO,3661000,250,14644,2D realtime strategy simulation
games,strategy,warmux,TODO,2419010,110,21991,turn-based artillery game on 2D maps
games,strategy,warzone2100,TODO,2296650,150,15311,3D real time strategy game
games,strategy,wesnoth,TODO,55001690,290,189661,fantasy turn-based strategy game - complete suite (metapackage)
games,strategy,widelands,TODO,6676980,380,17571,fantasy real-time strategy game
games,strategy,xfrisk,TODO,29611,1,29611,Server and X11 client for playing Risk with humans or AIs
games,strategy,xscorch,TODO,92454,3,30818,Clone of Scorched Earth
games,strategy,zec,FAIL,,ERROR,47752,Z-Shell Empire client
games,tetris,angrydd,TODO,393072,19,20688,Angry Drunken Dwarves - falling blocks puzzle game
games,tetris,blockout2,TODO,249032,14,17788,Tetris like game (3D-tetris)
games,tetris,crack-attack,TODO,254150,10,25415,"multiplayer OpenGL puzzle game like ""Tetris Attack"""
games,tetris,cuyo,TODO,349908,13,26916,Tetris-like game with very impressive effects
games,tetris,flobopuyo,TODO,296648,11,26968,Clone of the PuyoPuyo game
games,tetris,freealchemist,TODO,465450,15,31030,simpler figure block game
games,tetris,frozen-bubble,TODO,427552,32,13361,cool game where you pop out the bubbles!
games,tetris,galois,TODO,28739,1,28739,falling blocks game with blocks of various shapes and sizes
games,tetris,gemdropx,TODO,344990,10,34499,Gem Drop X is an interesting one-player puzzle game for X11
games,tetris,ghextris,TODO,32554,1,32554,Tetris-like game on a hexagonal grid
games,tetris,gtetrinet,TODO,28779,1,28779,multiplayer tetris-like game
games,tetris,kblocks,TODO,197835,15,13189,falling blocks game
games,tetris,ltris,TODO,205720,10,20572,very polished Tetris clone with CPU opponents
games,tetris,quadrapassel,TODO,8888,2,4444,"popular Russian game, similar to Tetris"
games,tetris,stax,TODO,94692,2,47346,collection of puzzle games similar to Tetris Attack
games,tetris,termtris,FAIL,N/A,N/A,N/A,N/A
games,tetris,xbubble,TODO,184800,6,30800,A nice Puzzle Bubble clone
games,tetris,xwelltris,TODO,68180,2,34090,3D Tetris like popular game similar to Welltris
games,toys,bambam,TODO,390690,15,26046,keyboard mashing and doodling game for babies
games,toys,bucklespring,TODO,101568,4,25392,Nostalgia bucklespring keyboard sound
games,toys,cbonsai,TODO,26071,1,26071,terminal-based bonsai tree generator
games,toys,floatbg,TODO,34428,1,34428,slowly modify the color of the X root window
games,toys,fortunate.app,TODO,870892,22,39586,Display a quotation (fortune) in a window for GNUstep
games,toys,gnomekiss,TODO,34521,1,34521,KiSS paper doll viewer for GNOME
games,toys,kawari8,TODO,34655,1,34655,Pseudo AI Shiori module used to create ghosts for Ukagaka
games,toys,macopix,TODO,45872,1,45872,Mascot Constructive Pilot for X
games,toys,ninix-aya,FAIL,,ERROR,46033,Interactive fake-AI Ukagaka-compatible desktop mascot program
games,toys,oneko,TODO,19097,1,19097,cat chases the cursor (now a mouse) around the screen
games,toys,pipes-sh,TODO,41610,1,41610,Animated pipes terminal screensaver
games,toys,rss-glx,TODO,175510,10,17551,Really Slick Screensavers GLX Port
games,toys,tdfsb,TODO,67952,2,33976,3D filesystem browser
games,toys,vigor,FAIL,,ERROR,27618,nvi with the evil paperclip
games,toys,wallstreet,FAIL,,ERROR,29596,fill your console with Wall Street-like news and stats
games,toys,xaos,TODO,16619,1,16619,real-time interactive fractal zoomer
games,toys,xcowsay,TODO,22410,1,22410,Graphical configurable talking cow
games,toys,xdesktopwaves,TODO,36327,1,36327,Simulation of water waves on the X Window System
games,toys,xfireworks,TODO,36332,1,36332,Fireworks in your root window
games,toys,xfishtank,TODO,23733,1,23733,turns your X root into an aquarium
games,toys,xflip,TODO,39056,1,39056,programs to mirror-image or melt your display
games,toys,xmountains,TODO,30814,1,30814,Fractal landscape generator for X
games,toys,xpenguins,TODO,22009,1,22009,little penguins walk on your windows
games,toys,xphoon,TODO,27642,1,27642,sets the root window to a picture of the moon
games,toys,xplanet,TODO,10596,1,10596,planetary body renderer
games,toys,xplanet-images,TODO,191331,1,191331,imagery for xplanet
games,toys,xsnow,TODO,42634,2,21317,brings Christmas to your desktop
games,toys,xteddy,TODO,52018,2,26009,cuddly teddy bear (or other image) for your X desktop
games,typing,klavaro,TODO,13998,1,13998,Flexible touch typing tutor
games,typing,nlkt,TODO,60722,2,30361,non-linear keyboard trainer
games,typing,tuxtype,TODO,370944,23,16128,Educational Typing Tutor Game Starring Tux
games,typing,xletters,FAIL,,ERROR,42613,Type falling words before they land
games,GNOME,aisleriot,TODO,29898,9,3322,GNOME solitaire card game collection
games,GNOME,five-or-more,TODO,8908,2,4454,make color lines of five or more length
games,GNOME,four-in-a-row,TODO,4648,1,4648,Four in a Row game for GNOME
games,GNOME,gnome-2048,TODO,9334,2,4667,sliding tile puzzle game
games,GNOME,gnome-chess,TODO,25374,6,4229,simple chess game
games,GNOME,gnome-klotski,TODO,9734,2,4867,Klotski puzzle game for GNOME
games,GNOME,gnome-mahjongg,TODO,11913,3,3971,classic Eastern tile game for GNOME
games,GNOME,gnome-mines,TODO,4466,1,4466,popular minesweeper puzzle game for GNOME
games,GNOME,gnome-nibbles,TODO,9026,2,4513,"snake game, up to four players"
games,GNOME,gnome-robots,TODO,4703,1,4703,improved old BSD robots game
games,GNOME,gnome-sudoku,TODO,4566,1,4566,Sudoku puzzle game for GNOME
games,GNOME,gnome-taquin,TODO,24650,5,4930,game to move tiles so that they reach their places
games,GNOME,gnome-tetravex,TODO,4805,1,4805,put tiles on a board and match their edges together
games,GNOME,hitori,TODO,4923,1,4923,logic puzzle game similar to sudoku
games,GNOME,iagno,TODO,4812,1,4812,popular Othello game for GNOME
games,GNOME,lightsoff,TODO,4766,1,4766,Light puzzle game
games,GNOME,quadrapassel,TODO,8888,2,4444,"popular Russian game, similar to Tetris"
games,GNOME,swell-foop,TODO,9668,2,4834,Colored ball puzzle game
games,GNOME,tali,TODO,4898,1,4898,sort of poker with dice and less money
education,KDE,artikulate,TODO,210018,17,12354,Language learning application
education,KDE,blinken,TODO,147190,10,14719,KDE version of the Simon electronic memory game
education,KDE,cantor,FAIL,,ERROR,11237,interface for mathematical applications
education,KDE,kalgebra,FAIL,,ERROR,11087,algebraic graphing calculator
education,KDE,kalzium,TODO,513314,46,11159,periodic table and chemistry tools
education,KDE,kanagram,TODO,251500,20,12575,jumble word puzzle
education,KDE,kbruch,TODO,157508,13,12116,fraction learning aid for KDE
education,KDE,kgeography,TODO,219942,18,12219,geography learning aid for KDE
education,KDE,khangman,TODO,255620,20,12781,Hangman word puzzle
education,KDE,kig,FAIL,,ERROR,11890,interactive geometry tool
education,KDE,kiten,TODO,269976,24,11249,Japanese reference and study aid for KDE
education,KDE,klettres,TODO,639100,50,12782,foreign alphabet tutor for KDE
education,KDE,kmplot,TODO,168266,14,12019,mathematical function plotter for KDE
education,KDE,ktouch,FAIL,,ERROR,10852,touch typing tutor for KDE
education,KDE,kturtle,TODO,173124,14,12366,educational programming environment
education,KDE,kwordquiz,TODO,219147,17,12891,flashcard learning program
education,KDE,marble,TODO,471656,58,8132,globe and map widget
education,KDE,minuet,TODO,780270,62,12585,KDE Software for Music Education
education,KDE,parley,FAIL,,ERROR,12332,vocabulary trainer
education,KDE,rocs,FAIL,,ERROR,12249,graph theory IDE
education,KDE,step,TODO,198352,16,12397,interactive physical simulator for KDE
games,KDE,bomber,TODO,190358,14,13597,arcade spaceship game
games,KDE,bovo,TODO,174889,13,13453,gomoku (five in line) board game
games,KDE,granatier,TODO,209925,15,13995,Bomberman clone
games,KDE,kajongg,FAIL,,ERROR,9281,classical Mah Jongg game
games,KDE,kapman,TODO,193335,15,12889,Pac-Man clone
games,KDE,katomic,TODO,186158,14,13297,atomix puzzle game
games,KDE,kblackbox,TODO,191548,14,13682,Black Box puzzle game
games,KDE,kblocks,TODO,197835,15,13189,falling blocks game
games,KDE,kbounce,TODO,205392,16,12837,Jezzball arcade game
games,KDE,kbreakout,TODO,208192,16,13012,ball and paddle game
games,KDE,kdiamond,TODO,237420,18,13190,three-in-a-row game
games,KDE,kfourinline,TODO,193760,14,13840,Connect Four game
games,KDE,kgoldrunner,TODO,239364,18,13298,Lode Runner arcade game
games,KDE,kigo,TODO,262979,19,13841,go game
games,KDE,killbots,TODO,193788,14,13842,port of the classic BSD console game robots
games,KDE,kiriki,TODO,177879,13,13683,Yahtzee dice game
games,KDE,kjumpingcube,TODO,181077,13,13929,simple tactical game
games,KDE,klickety,TODO,184035,15,12269,SameGame puzzle game
games,KDE,klines,TODO,183540,14,13110,color lines game
games,KDE,kmahjongg,TODO,168473,19,8867,mahjongg solitaire game
games,KDE,kmines,TODO,149884,14,10706,minesweeper game
games,KDE,knavalbattle,TODO,206460,15,13764,battleship board game
games,KDE,knetwalk,TODO,169008,14,12072,wire puzzle game
games,KDE,knights,FAIL,,ERROR,14231,chess interface for the KDE Platform
games,KDE,kolf,TODO,189490,14,13535,miniature golf game
games,KDE,kollision,TODO,179959,13,13843,simple ball dodging game
games,KDE,konquest,TODO,180460,14,12890,simple turn-based strategy game
games,KDE,kpat,TODO,162600,25,6504,solitaire card games
games,KDE,kreversi,TODO,187180,14,13370,reversi board game
games,KDE,kshisen,TODO,142576,16,8911,Shisen-Sho solitaire game
games,KDE,ksirk,FAIL,,ERROR,13464,Risk strategy game
games,KDE,ksnakeduel,TODO,183976,13,14152,snake race game
games,KDE,kspaceduel,TODO,175968,13,13536,SpaceWar! arcade game
games,KDE,ksquares,TODO,179972,13,13844,Dots and Boxes game
games,KDE,ksudoku,TODO,164850,15,10990,Sudoku puzzle game and solver
games,KDE,ktuberling,TODO,658706,58,11357,stamp drawing toy
games,KDE,kubrick,TODO,199248,14,14232,game based on Rubik's Cube
games,KDE,lskat,TODO,282722,22,12851,Lieutnant Skat card game
games,KDE,palapeli,TODO,204880,16,12805,jigsaw puzzle game
games,KDE,picmi,TODO,192108,14,13722,Number logic game
science,all,science-biology,TODO,54829,1,54829,Debian Science Biology packages
science,all,science-chemistry,TODO,38785,1,38785,Debian Science Chemistry packages
science,all,science-dataacquisition,TODO,73720,1,73720,Debian Science data acquisition packages
science,all,science-datamanagement,TODO,181784,1,181784,Debian Science Data Management packages
science,all,science-economics,TODO,181786,1,181786,Debian Science Economics packages
science,all,science-electrophysiology,TODO,181787,1,181787,Debian Science packages for Electrophysiology
science,all,science-engineering,TODO,54831,1,54831,Debian Science Engineering packages
science,all,science-financial,TODO,73721,1,73721,Debian Science financial engineering and computational finance
science,all,science-geography,TODO,181789,1,181789,Debian Science Geography packages
science,all,science-geometry,TODO,54832,1,54832,Debian Science geometry packages
science,all,science-highenergy-physics,TODO,73722,1,73722,Debian Science High Energy Physics packages
science,all,science-imageanalysis,TODO,47224,1,47224,Debian Science image analysis packages
science,all,science-imageanalysis-dev,TODO,73723,1,73723,Debian Science development of image analysis applications
science,all,science-linguistics,TODO,73724,1,73724,Debian Science Linguistics packages
science,all,science-logic,TODO,181790,1,181790,Debian Science Logic packages
science,all,science-mathematics,TODO,73726,1,73726,Debian Science Mathematics packages
science,all,science-meteorology,TODO,181792,1,181792,Debian Science Meteorology packages
science,all,science-nanoscale-physics,TODO,73727,1,73727,Debian Science Nanoscale Physics packages
science,all,science-neuroscience-cognitive,TODO,73728,1,73728,Debian Science packages for Cognitive Neuroscience
science,all,science-neuroscience-modeling,TODO,181795,1,181795,Debian Science packages for modeling of neural systems
science,all,science-physics,TODO,42306,1,42306,Debian Science Physics packages
science,all,science-presentation,TODO,181796,1,181796,Debian Science generic tools for presentations
science,all,science-psychophysics,TODO,181797,1,181797,Debian Science packages for Psychophysics
science,all,science-robotics,TODO,73730,1,73730,Debian Robotics packages
science,all,science-simulations,TODO,181798,1,181798,Debian Science Simulation packages
science,all,science-statistics,TODO,54835,1,54835,Debian Science Statistics packages
science,all,science-typesetting,TODO,54836,1,54836,Debian Science typesetting packages
science,all,science-viewing,TODO,54837,1,54837,Debian Science data visualisation packages
science,all,science-workflow,TODO,181801,1,181801,workflow management systems useful for scientific research
science,biology,bauble,FAIL,N/A,N/A,N/A,N/A
science,biology,critterding,TODO,73166,2,36583,Evolving Artificial Life
science,biology,genesis,FAIL,N/A,N/A,N/A,N/A
science,biology,libinterviews-dev,TODO,357784,8,44723,InterViews 3.1 for the NEURON simulator
science,biology,med-bio,TODO,45889,1,45889,Debian Med bioinformatics packages
science,biology,med-bio-dev,TODO,156855,1,156855,Debian Med packages for development of bioinformatics applications
science,biology,nmodl,TODO,553544,8,69193,Code generation engine for the NEURON modeling language
science,biology,nrn-mod2c,TODO,69321,1,69321,NMODL to C converter for CoreNEURON
science,biology,python3-nmodl,TODO,505883,7,72269,Python support for the NEURON modeling language engine
science,biology,siconos,FAIL,,ERROR,47263,modeling and simulation of nonsmooth dynamical systems (simulation runner tool)
science,biology,siconos-mechanics-tools,FAIL,,ERROR,54915,modeling and simulation of nonsmooth dynamical systems (mechanics tools)
science,chemistry,adun.app,TODO,909950,25,36398,Molecular Simulator for GNUstep (GUI)
science,chemistry,avogadro,TODO,99756,6,16626,Molecular Graphics and Modelling System
science,chemistry,bkchem,TODO,68362,2,34181,Chemical structures editor
science,chemistry,chemical-structures,TODO,143125,5,28625,web service providing molecular structures in open formats
science,chemistry,chemtool,TODO,89788,4,22447,chemical structures drawing program
science,chemistry,drawxtl,TODO,83277,3,27759,crystal structure viewer
science,chemistry,easychem,TODO,24280,1,24280,Draw high-quality molecules and 2D chemical formulas
science,chemistry,fdmnes,FAIL,N/A,N/A,N/A,N/A
science,chemistry,feff85exafs,TODO,48906,1,48906,Open Source theoretical EXAFS calculations
science,chemistry,gabedit,TODO,201159,7,28737,graphical user interface to Ab Initio packages
science,chemistry,galculator,TODO,0,0,4931,scientific calculator
science,chemistry,gamgi,TODO,89433,3,29811,General Atomistic Modelling Graphic Interface (GAMGI)
science,chemistry,garlic,TODO,25476,1,25476,visualization program for biomolecules
science,chemistry,gchempaint,TODO,327390,14,23385,2D chemical structures editor for the GNOME2 desktop
science,chemistry,gcrystal,TODO,373737,13,28749,lightweight crystal structures visualizer
science,chemistry,gcu-bin,TODO,309686,13,23822,GNOME chemistry utils (helper applications)
science,chemistry,gcu-plugin,FAIL,N/A,N/A,N/A,N/A
science,chemistry,gdis,TODO,45886,2,22943,molecular and crystal model viewer
science,chemistry,gdpc,TODO,29818,1,29818,visualiser of molecular dynamic simulations
science,chemistry,gdpc-examples,TODO,282528,3,94176,example files for the gdpc program
science,chemistry,gelemental,TODO,44164,2,22082,Periodic Table viewer
science,chemistry,ghemical,TODO,611592,24,25483,GNOME molecular modelling environment
science,chemistry,gperiodic,TODO,19912,1,19912,periodic table application
science,chemistry,gromacs-mpich,FAIL,N/A,N/A,N/A,N/A
science,chemistry,jmol,TODO,950646,62,15333,Molecular Viewer
science,chemistry,kalzium,TODO,513314,46,11159,periodic table and chemistry tools
science,chemistry,katomic,TODO,186158,14,13297,atomix puzzle game
science,chemistry,libcoordgen-dev,TODO,62613,1,62613,2D coordinate generation for chemical compounds - header files
science,chemistry,libegad,FAIL,N/A,N/A,N/A,N/A
science,chemistry,libint,FAIL,N/A,N/A,N/A,N/A
science,chemistry,libmaeparser-dev,TODO,124582,1,124582,Development files to parse Schrödinger Maestro files
science,chemistry,libschroedinger-coordgenlibs-dev,FAIL,N/A,N/A,N/A,N/A
science,chemistry,mmass,FAIL,N/A,N/A,N/A,N/A
science,chemistry,mmass-modules,FAIL,N/A,N/A,N/A,N/A
science,chemistry,molden,FAIL,N/A,N/A,N/A,N/A
science,chemistry,molekel,FAIL,N/A,N/A,N/A,N/A
science,chemistry,mpqc-support,TODO,638892,18,35494,Massively Parallel Quantum Chemistry Program (support tools)
science,chemistry,openchrom,FAIL,N/A,N/A,N/A,N/A
science,chemistry,pdb2pqr,TODO,222215,7,31745,Preparation of protein structures for electrostatics calculations
