POLICY,TYPE,PACKAGE,PATH,NOTES
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/IPQ8074/hw2.0/q6_fw.b04",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/IPQ8074/hw2.0/q6_fw.b05",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/IPQ8074/hw2.0/q6_fw.b07",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/IPQ8074/hw2.0/q6_fw.b08",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/IPQ8074/hw2.0/q6_fw.flist",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/IPQ8074/hw2.0/q6_fw.mdt",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/QCA6390/hw2.0/amss.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/QCA6390/hw2.0/board-2.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/QCA6390/hw2.0/m3.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/QCN9074/hw1.0/amss.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/QCN9074/hw1.0/board-2.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/QCN9074/hw1.0/m3.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/board-2.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.b00",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.b01",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.b02",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.b03",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.b04",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.b05",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.b06",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.b07",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.b08",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6750/hw1.0/wpss.mdt",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6855/hw2.0/amss.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6855/hw2.0/board-2.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6855/hw2.0/m3.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6855/hw2.0/regdb.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6855/hw2.1/amss.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6855/hw2.1/board-2.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6855/hw2.1/m3.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath11k/WCN6855/hw2.1/regdb.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath3k-1.fw",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003.1/hw2.1.1/athwlan.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003.1/hw2.1.1/bdata.SD31.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003.1/hw2.1.1/bdata.SD32.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003.1/hw2.1.1/bdata.WB31.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003.1/hw2.1.1/data.patch.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003.1/hw2.1.1/endpointping.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003.1/hw2.1.1/otp.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw1.0/athwlan.bin.z77",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw1.0/bdata.SD31.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw1.0/bdata.SD32.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw1.0/bdata.WB31.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw1.0/data.patch.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw1.0/otp.bin.z77",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.0/athwlan.bin.z77",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.0/bdata.SD31.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.0/bdata.SD32.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.0/bdata.WB31.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.0/data.patch.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.0/otp.bin.z77",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.1.1/athwlan.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.1.1/bdata.SD31.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.1.1/bdata.SD32.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.1.1/bdata.WB31.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.1.1/data.patch.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.1.1/endpointping.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.1.1/fw-2.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.1.1/fw-3.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6003/hw2.1.1/otp.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6004/hw1.2/bdata.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6004/hw1.2/fw-2.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6004/hw1.3/bdata.bin",
MUST NOT,radio,firmware-atheros,"/lib/firmware/ath6k/AR6004/hw1.3/fw-3.bin",
MUST NOT,radio,firmware-ath9k-htc,"/lib/firmware/ath9k_htc/htc_7010-1.4.0.fw",
MUST NOT,radio,firmware-ath9k-htc,"/lib/firmware/ath9k_htc/htc_9271-1.4.0.fw",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c502-wpa.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c502.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c502_3com-wpa.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c502_3com.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c502d-wpa.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c502d.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c502e-wpa.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c502e.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c503-i3861.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c503-i3863.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c503-rfmd-0.90.2-140.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c503-rfmd-acc.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c503-rfmd.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c504.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c504_2958-wpa.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c504a_2958-wpa.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c504c-wpa.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c505-rfmd.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c505-rfmd2958.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c505a-rfmd2958.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c506-wpa.bin",
MUST NOT,radio,atmel-firmware,"/lib/firmware/atmel_at76c506.bin",
SHOULD NOT,dvb?,firmware-linux-free,"/lib/firmware/av7110/bootcode.bin",
SHOULD NOT,server,firmware-bnx2,"/lib/firmware/bnx2/bnx2-mips-06-6.2.3.fw",
SHOULD NOT,server,firmware-bnx2,"/lib/firmware/bnx2/bnx2-mips-09-6.2.1b.fw",
SHOULD NOT,server,firmware-bnx2,"/lib/firmware/bnx2/bnx2-rv2p-06-6.0.15.fw",
SHOULD NOT,server,firmware-bnx2,"/lib/firmware/bnx2/bnx2-rv2p-09-6.0.17.fw",
SHOULD NOT,server,firmware-bnx2,"/lib/firmware/bnx2/bnx2-rv2p-09ax-6.0.17.fw",
SHOULD NOT,server,firmware-bnx2x,"/lib/firmware/bnx2x/bnx2x-e1-7.13.1.0.fw",
SHOULD NOT,server,firmware-bnx2x,"/lib/firmware/bnx2x/bnx2x-e1-7.13.15.0.fw",
SHOULD NOT,server,firmware-bnx2x,"/lib/firmware/bnx2x/bnx2x-e1-7.13.21.0.fw",
SHOULD NOT,server,firmware-bnx2x,"/lib/firmware/bnx2x/bnx2x-e1h-7.13.1.0.fw",
SHOULD NOT,server,firmware-bnx2x,"/lib/firmware/bnx2x/bnx2x-e1h-7.13.15.0.fw",
SHOULD NOT,server,firmware-bnx2x,"/lib/firmware/bnx2x/bnx2x-e1h-7.13.21.0.fw",
SHOULD NOT,server,firmware-bnx2x,"/lib/firmware/bnx2x/bnx2x-e2-7.13.1.0.fw",
SHOULD NOT,server,firmware-bnx2x,"/lib/firmware/bnx2x/bnx2x-e2-7.13.15.0.fw",
SHOULD NOT,server,firmware-bnx2x,"/lib/firmware/bnx2x/bnx2x-e2-7.13.21.0.fw",
MUST NOT,radio,firmware-misc-nonfree,"/lib/firmware/brcm/BCM-0a5c-6410.hcd",
MUST NOT,radio,firmware-misc-nonfree,"/lib/firmware/brcm/BCM-0bb4-0306.hcd",
MUST NOT,radio,bluez-firmware,"/lib/firmware/brcm/BCM43430A1.hcd",
MUST NOT,radio,bluez-firmware,"/lib/firmware/brcm/BCM43430B0.hcd",
MUST NOT,radio,bluez-firmware,"/lib/firmware/brcm/BCM4345C0.hcd",
MUST NOT,radio,bluez-firmware,"/lib/firmware/brcm/BCM4345C5.hcd",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/bcm43xx-0.fw",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/bcm43xx_hdr-0.fw",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43012-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43012-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43143-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43143.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43236b.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43241b0-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43241b4-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43241b5-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43242a.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4329-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4330-sdio.Prowise-PT301.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4330-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4334-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43340-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43340-sdio.meegopad-t08.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43340-sdio.pov-tab-p1006w-data.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43340-sdio.predia-basic.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4335-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43362-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43362-sdio.cubietech,cubietruck.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43362-sdio.lemaker,bananapro.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4339-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.AP6212.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.Hampoo-D2D3_Vi8A1.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.MUR1DX.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.raspberrypi,3-model-b.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.raspberrypi,model-zero-w.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.sinovoip,bpi-m2-plus.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.sinovoip,bpi-m2-ultra.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.sinovoip,bpi-m2-zero.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430-sdio.sinovoip,bpi-m3.txt",
MUST NOT,multiple,raspi-firmware,"/lib/firmware/brcm/brcmfmac43430-sdio.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430a0-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430a0-sdio.ilife-S806.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43430a0-sdio.jumper-ezpad-mini3.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43455-sdio.AW-CM256SM.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43455-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43455-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43455-sdio.pine64,pinebook-pro.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43455-sdio.pine64,pinephone-pro.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43455-sdio.pine64,quartz64-b.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43455-sdio.raspberrypi,3-model-a-plus.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43455-sdio.raspberrypi,3-model-b-plus.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43455-sdio.raspberrypi,4-model-b.txt",
MUST NOT,multiple,raspi-firmware,"/lib/firmware/brcm/brcmfmac43455-sdio.txt",
MUST NOT,multiple,raspi-firmware,"/lib/firmware/brcm/brcmfmac43456-sdio.bin",
MUST NOT,multiple,raspi-firmware,"/lib/firmware/brcm/brcmfmac43456-sdio.clm_blob",
MUST NOT,multiple,raspi-firmware,"/lib/firmware/brcm/brcmfmac43456-sdio.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4350-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4350c2-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4354-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4354-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4356-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4356-pcie.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4356-pcie.gpd-win-pocket.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4356-sdio.AP6356S.txt",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4356-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4356-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,/lib/firmware/brcm/brcmfmac4356-sdio.firefly,firefly-rk3399.txt
MUST NOT,radio,firmware-brcm80211,/lib/firmware/brcm/brcmfmac4356-sdio.khadas,vim2.txt
MUST NOT,radio,firmware-brcm80211,/lib/firmware/brcm/brcmfmac4356-sdio.vamrs,rock960.txt
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43569.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43570-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43570-pcie.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4358-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43602-pcie.ap.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac43602-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4366b-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4366c-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4371-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4373-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4373-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac4373.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac54591-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/brcm/brcmfmac54591-pcie.clm_blob",
SHOULD NOT,???,firmware-misc-nonfree,"/lib/firmware/cadence/mhdp8546.bin",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/carl9170-1.fw",
SHOULD NOT,server,firmware-cavium,"/lib/firmware/cavium/cnn55xx_ae.fw",
SHOULD NOT,server,firmware-cavium,"/lib/firmware/cavium/cnn55xx_se.fw",
SHOULD NOT,server,firmware-qlogic,"/lib/firmware/cbfw-3.2.5.1.bin",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/3CCFEM556.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/3CXEM556.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/COMpad2.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/COMpad4.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/DP83903.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/LA-PCM.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/MT5634ZLX.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/NE2K.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/PCMLM28.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/PE-200.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/PE520.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/RS-COM-2P.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/SW_555_SER.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/SW_7xx_SER.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/SW_8xx_SER.cis",
MUST NOT,radio,firmware-linux-free,"/lib/firmware/cis/tamarack.cis",
SHOULD NOT,dvb,firmware-siano,"/lib/firmware/cmmb_vega_12mhz.inp",
SHOULD NOT,dvb,firmware-siano,"/lib/firmware/cmmb_venice_12mhz.inp",
SHOULD NOT,server,firmware-qlogic,"/lib/firmware/ct2fw-3.2.5.1.bin",
SHOULD NOT,audio,firmware-misc-nonfree,"/lib/firmware/ctefx.bin",https://github.com/torvalds/linux/blob/v6.5/sound/pci/hda/Kconfig#L239-L251
SHOULD NOT,server,firmware-qlogic,"/lib/firmware/ctfw-3.2.5.1.bin",
SHOULD NOT,audio,firmware-misc-nonfree,"/lib/firmware/ctspeq.bin",https://github.com/torvalds/linux/blob/v6.5/sound/pci/hda/patch_ca0132.c#L629
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb3/ael2005_opt_edc.bin",https://github.com/torvalds/linux/blob/v6.5/drivers/net/ethernet/chelsio/Kconfig
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb3/ael2005_twx_edc.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb3/ael2020_twx_edc.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb3/t3b_psram-1.1.0.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb3/t3c_psram-1.1.0.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb3/t3fw-7.10.0.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb3/t3fw-7.12.0.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb3/t3fw-7.4.0.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/aq1202_fw.cld",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/bcm8483.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/configs/t4-config-default.txt",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/configs/t5-config-default.txt",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/configs/t5-config-hashfilter.txt",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/configs/t6-config-default.txt",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/configs/t6-config-hashfilter.txt",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/t4-config.txt",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/t4fw-1.27.1.0.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/t4fw.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/t5-config.txt",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/t5fw-1.27.1.0.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/t5fw.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/t6-config.txt",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/t6fw-1.27.1.0.bin",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/cxgb4/t6fw.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43012-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43012-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43340-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43362-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac4339-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43430-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43430-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43455-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43455-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac4354-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac4354-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac4356-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac4356-pcie.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac4356-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac4356-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43570-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac43570-pcie.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac4373-sdio.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac4373-sdio.clm_blob",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac54591-pcie.bin",
MUST NOT,radio,firmware-brcm80211,"/lib/firmware/cypress/cyfmac54591-pcie.clm_blob",
SHOULD NOT,???,firmware-misc-nonfree,"/lib/firmware/dabusb/bitstream.bin",
SHOULD NOT,???,firmware-misc-nonfree,"/lib/firmware/dabusb/firmware.fw",
SHOULD NOT,voip,dahdi-firmware-nonfree,"/lib/firmware/dahdi-fw-pciradio.bin",
SHOULD NOT,voip,dahdi-firmware-nonfree,"/lib/firmware/dahdi-fw-tor2.bin",
SHOULD NOT,audio?,firmware-linux-free,"/lib/firmware/dsp56k/bootstrap.bin",
SHOULD NOT,dvb,firmware-misc-nonfree,"/lib/firmware/dvb-fe-xc4000-1.4.1.fw",
SHOULD NOT,dvb,firmware-misc-nonfree,"/lib/firmware/dvb-fe-xc5000-1.6.114.fw",
SHOULD NOT,dvb,firmware-misc-nonfree,"/lib/firmware/dvb-fe-xc5000c-4.1.30.7.fw",
