POLICY,TYPE,PACKAGE,PATH,NOTES
SHOULD NOT,ethernet,firmware-misc-nonfree,"/lib/firmware/3com/typhoon.bin",https://github.com/torvalds/linux/blob/v6.5/drivers/net/ethernet/3com/typhoon.c
MUST NOT,radio,bluez-firmware,"/lib/firmware/BCM2033-FW.bin",
MUST NOT,radio,bluez-firmware,"/lib/firmware/BCM2033-MD.hex",
SHOULD NOT,camera,libfishcamp1,"/lib/firmware/Guider_mono_rev16_intel.srec",
MUST NOT,radio,firmware-realtek,"/lib/firmware/RTL8192E/boot.img",
MUST NOT,radio,firmware-realtek,"/lib/firmware/RTL8192E/data.img",
MUST NOT,radio,firmware-realtek,"/lib/firmware/RTL8192E/main.img",
MUST NOT,radio,bluez-firmware,"/lib/firmware/STLC2500_R4_00_03.ptc",
MUST NOT,radio,bluez-firmware,"/lib/firmware/STLC2500_R4_00_06.ssf",
MUST NOT,radio,bluez-firmware,"/lib/firmware/STLC2500_R4_02_02_WLAN.ssf",
MUST NOT,radio,bluez-firmware,"/lib/firmware/STLC2500_R4_02_04.ptc",
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/advansys/3550.bin",https://github.com/torvalds/linux/blob/v6.5/drivers/scsi/advansys.c
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/advansys/38C0800.bin",https://github.com/torvalds/linux/blob/v6.5/drivers/scsi/advansys.c
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/advansys/38C1600.bin",https://github.com/torvalds/linux/blob/v6.5/drivers/scsi/advansys.c
SHOULD NOT,server,firmware-misc-nonfree,"/lib/firmware/advansys/mcode.bin",https://github.com/torvalds/linux/blob/v6.5/drivers/scsi/advansys.c
MUST NOT,radio,firmware-misc-nonfree,"/lib/firmware/agere_ap_fw.bin",
MUST NOT,radio,firmware-misc-nonfree,"/lib/firmware/agere_sta_fw.bin",
MUST,cpu,amd64-microcode,"/lib/firmware/amd-ucode/microcode_amd.bin",
MUST,cpu,amd64-microcode,"/lib/firmware/amd-ucode/microcode_amd_fam15h.bin",
MUST,cpu,amd64-microcode,"/lib/firmware/amd-ucode/microcode_amd_fam16h.bin",
MUST,cpu,amd64-microcode,"/lib/firmware/amd-ucode/microcode_amd_fam17h.bin",
MUST,cpu,amd64-microcode,"/lib/firmware/amd-ucode/microcode_amd_fam19h.bin",
MUST,cpu,amd64-microcode,"/lib/firmware/amd/amd_sev_fam17h_model0xh.sbin",
MUST,cpu,amd64-microcode,"/lib/firmware/amd/amd_sev_fam17h_model3xh.sbin",
MUST,cpu,amd64-microcode,"/lib/firmware/amd/amd_sev_fam19h_model0xh.sbin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_sjt_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_sjt_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_sos.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_ta.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/aldebaran_vcn.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_asd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_gpu_info.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_sos.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_ta.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/arcturus_vcn.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/banks_k_2_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_dmcub.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_sos.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_ta.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/beige_goby_vcn.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_k_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_mc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_uvd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/bonaire_vce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_uvd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/carrizo_vce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/cyan_skillfish2_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/cyan_skillfish2_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/cyan_skillfish2_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/cyan_skillfish2_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/cyan_skillfish2_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/cyan_skillfish2_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/cyan_skillfish2_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/cyan_skillfish2_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dcn_3_1_4_dmcub.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dcn_3_1_5_dmcub.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dcn_3_1_6_dmcub.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dcn_3_2_0_dmcub.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dcn_3_2_1_dmcub.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_dmcub.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_sos.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_ta.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/dimgrey_cavefish_vcn.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_mc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_uvd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/fiji_vce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_6_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_6_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_6_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_6_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_6_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_6_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_7_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_7_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_7_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_7_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_7_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_10_3_7_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_0_imu.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_0_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_0_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_0_mes.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_0_mes1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_0_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_0_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_1_imu.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_1_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_1_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_1_mes.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_1_mes1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_1_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_1_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_2_imu.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_2_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_2_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_2_mes.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_2_mes1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_2_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/gc_11_0_2_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_asd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_dmcub.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_ta.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/green_sardine_vcn.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hainan_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hainan_k_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hainan_mc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hainan_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hainan_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hainan_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hainan_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_k_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_mc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_uvd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/hawaii_vce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kabini_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kabini_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kabini_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kabini_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kabini_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kabini_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kabini_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kabini_uvd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kabini_vce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_uvd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/kaveri_vce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/mullins_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/mullins_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/mullins_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/mullins_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/mullins_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/mullins_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/mullins_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/mullins_uvd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/mullins_vce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_asd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_gpu_info.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_sos.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_ta.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi10_vcn.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_asd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_dmcu.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_gpu_info.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_sos.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_ta.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi12_vcn.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_asd.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_ce_wks.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_gpu_info.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_me_wks.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_mec2_wks.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_mec_wks.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_pfp_wks.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_sdma1.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_smc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_sos.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_ta.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navi14_vcn.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navy_flounder_ce.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navy_flounder_dmcub.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navy_flounder_me.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navy_flounder_mec.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navy_flounder_mec2.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navy_flounder_pfp.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navy_flounder_rlc.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navy_flounder_sdma.bin",
SHOULD NOT,gpu,firmware-amd-graphics,"/lib/firmware/amdgpu/navy_flounder_smc.bin",
