Rank,Application,"Duration (6 months, all detainees)"
0,Games/Arcade > OpenTyrian,00:27:50
0,Games/Board > Mastermind,00:25:30
0,Graphics > Image Editor,00:22:20
0,Games/Action > Armagetron Advanced,00:21:20
0,Games/Logic > Tetravex,00:17:20
0,file-pdf-load (Gimp-2.10),00:15:00
0,Games/Other > GNUbik,00:14:40
0,Games/Logic > Peg Solitaire,00:14:10
0,Games/Strategy > Singularity,00:13:00
0,Settings > Dyslexic font in Chromium,00:12:40
0,Games/Other > gPlanarity,00:11:20
0,Settings > Colour Profiles,00:11:00
0,Games/Arcade > Nibbles (Gnome-nibbles),00:10:40
0,LibreOffice (libreoffice-math),00:10:40
0,Games/Strategy > Freeciv,00:09:10
0,Games/Other > Allure of the Stars,00:09:00
0,Games/Logic > Mines,00:08:50
0,file-png (Gimp-2.10),00:07:50
0,Games/Arcade > Bloboats,00:07:30
0,despeckle (Gimp-2.10),00:06:00
0,file-webp (Gimp-2.10),00:05:00
0,Accessories > File search,00:04:40
0,crx_pnlaliahmgehnjiaieeoilccjfabhkae (Chromium),00:04:20
0,Games/Logic > Tangrams,00:04:20
0,Games/Logic > Enigma,00:03:40
0,Games/Arcade > Ambrosia Maelstrom,00:03:30
0,lighting (Gimp-2.10),00:03:10
0,Games/Logic > Four-in-a-row,00:03:10
0,cartoon (Gimp-2.10),00:02:50
0,Games/Arcade > Torus Trooper,00:02:40
0,Games/Logic > Game,00:02:40
0,Accessories > Gjiten,00:02:30
0,Games/Arcade > Starfighter,00:02:30
0,xmessage,00:01:50
0,procedure-browser (Gimp-2.10),00:01:50
0,grid (Gimp-2.10),00:01:40
0,Games/Logic > Numpty Physics,00:01:40
0,Games/Arcade > Arcade Game,00:01:30
0,Games/Arcade > Ball Bouncing Game,00:01:30
0,Games/Action > lierolibre,00:01:20
0,thunar-volman,00:01:20
0,Games/Arcade > Bomberclone,00:01:10
0,file-gif-save (Gimp-2.10),00:01:10
0,Games/Arcade > dangen,00:01:10
0,vlc,00:00:50
0,Games/Arcade > Qonk,00:00:50
0,Web Browser,00:00:50
0,Multimedia > GTick,00:00:30
0,file-heif (Gimp-2.10),00:00:30
0,Internet > Mail (Gimp-2.10),00:00:30
0,flame (Gimp-2.10),00:00:20
0,fractal-trace (Gimp-2.10),00:00:20
0,file-svg (Gimp-2.10),00:00:20
0,file-sgi (Gimp-2.10),00:00:20
0,photocopy (Gimp-2.10),00:00:20
0,Settings > Color Profiles,00:00:20
0,gradient-flare (Gimp-2.10),00:00:20
0,destripe (Gimp-2.10),00:00:20
0,depth-merge (Gimp-2.10),00:00:20
0,align-layers (Gimp-2.10),00:00:20
0,Games/Arcade > BurgerSpace,00:00:10
0,file-ps (Gimp-2.10),00:00:10
0,metadata-viewer (Gimp-2.10),00:00:10
0,file-bmp (Gimp-2.10),00:00:10
0,file-pdf-save (Gimp-2.10),00:00:10
0,sample-colorize (Gimp-2.10),00:00:10
0,file-pnm (Gimp-2.10),00:00:10
0,xfsettingsd,00:00:10
0,Settings > Password,00:00:10
