Rank,Application,"Duration (6 months, all detainees)"
0,crx_cplpighpgllfdgioblbbpjleokileeeh (Chromium),06:28:00
0,Games > Logic > Brain Teasers,06:11:40
0,Education > Periodic Table,05:48:10
0,prisonpc__Complain (Chromium),05:37:40
0,Games > Other > SimCity clone,05:21:40
0,run_game.py,05:14:10
0,Games > Logic > Tetravex,04:32:50
0,Settings > Appearance,04:04:30
0,Games > Arcade > Asteroids clone,03:44:30
0,Games > Arcade > Worms clone,03:36:40
0,xfce4-mime-helper,03:21:20
0,Games > Logic > Klotski,03:06:20
0,Games > Board > Mastermind clone,03:04:30
0,Settings > Settings Manager,02:55:40
0,Games > Other > Planarity,02:38:00
0,Games > Logic > Minesweeper,02:19:20
0,Games > Other > Rubik’s Cube,02:16:30
0,Games > Logic > Swell Foop,02:16:10
0,Games > Arcade > Qonk,02:10:10
0,Games > Strategy > Civilization clone,01:59:30
0,Games > Logic > Crayon Physics clone,01:52:50
0,eduactiv8.py,01:42:00
0,file-pdf-load (Gimp-2.10),01:20:20
0,helper-dialog,01:16:40
0,Games > Action > Liero,01:13:40
0,Settings > Password Reset,01:02:00
0,Graphics > Diagram Editor,00:59:00
0,Games > Logic > Oxyd clone,00:58:50
0,file-jpeg (Gimp-2.10),00:56:30
0,Games > Logic > Peg Solitaire,00:52:40
0,Settings > Notifications,00:52:30
0,Games > Action > Armagetron Advanced,00:47:40
0,Multimedia > Metronome,00:43:10
0,Games > Arcade > Block Attack,00:43:00
0,Games > Logic > Hitori,00:41:40
0,perl,00:37:20
0,Games > Arcade > Bomberman clone,00:37:00
0,Games > Logic > Tangrams,00:36:00
0,Games > Arcade > Boatmania,00:34:40
0,Settings > Keyboard,00:34:00
0,main.py,00:33:00
0,Games > Logic > Lights Off,00:32:00
0,Education > Graphics Calculator,00:26:30
0,Office > Project Planner,00:24:00
0,UNKNOWN APPLICATION,00:24:00
0,Games > Arcade > Torus Trooper,00:22:10
0,Settings > Mouse and Touchpad,00:21:40
0,Multimedia > Sound Editor,00:21:00
0,Games > Arcade > Nikwi Deluxe,00:19:30
0,Games > Other > Allure of the Stars,00:18:40
0,Settings > Accessibility,00:17:00
0,file-png (Gimp-2.10),00:16:00
0,Games > Other > Paradroid clone,00:15:20
0,Games > Logic > Atomix,00:10:50
0,factory-reset,00:10:20
0,Games > Arcade > Dangen,00:09:50
0,print (Gimp-2.10),00:08:50
0,LibreOffice (libreoffice-math),00:07:30
0,Games > Arcade > Zarathrusta clone,00:06:50
0,Settings > Colour Profiles,00:04:10
0,file-webp (Gimp-2.10),00:03:50
0,despeckle (Gimp-2.10),00:03:40
0,Settings > Dyslexic font in Chromium,00:03:30
0,Games > Action > Tron,00:03:00
0,flame (Gimp-2.10),00:02:10
0,sphere-designer (Gimp-2.10),00:01:50
0,lighting (Gimp-2.10),00:01:40
0,dsda-doom,00:01:40
0,gradient-flare (Gimp-2.10),00:01:00
0,thunar-volman,00:00:40
0,destripe (Gimp-2.10),00:00:30
0,xfsettingsd,00:00:20
0,align-layers (Gimp-2.10),00:00:20
0,file-svg (Gimp-2.10),00:00:20
0,nl-filter (Gimp-2.10),00:00:20
0,wavelet-decompose (Gimp-2.10),00:00:20
0,Internet > Mail (Gimp-2.10),00:00:20
0,file-pdf-save (Gimp-2.10),00:00:10
0,fractal-explorer (Gimp-2.10),00:00:10
0,Log Out,00:00:10
0,sparkle (Gimp-2.10),00:00:10
