Rank,Application,"Duration (6 months, all detainees)"
2,Games > Strategy > Lemmings clone,2 days 10:11:40
2,Games > Action > Blob Wars : Metal Blob Solid,2 days 09:11:50
2,Multimedia > Metronome,2 days 00:54:30
2,Games > Strategy > Singularity,1 day 18:51:20
1,Games > Arcade > Starfighter,1 day 17:21:40
1,Games > Logic > Tangrams,1 day 13:39:20
1,alephone,1 day 12:55:40
1,Education > Terrestrial Globe (Marble Virtual Globe),1 day 11:31:40
1,Games > Arcade > Power Manga,1 day 11:20:30
1,Games > Logic > Peg Solitaire,1 day 07:16:40
1,Accessories > Find Files,1 day 05:02:30
1,Games > Board > Reversi,1 day 04:28:20
1,Games > Arcade > Asteroids clone,1 day 00:15:40
1,Games > Other > SimCity clone,22:48:20
1,Multimedia > Volume Control,22:08:30
1,Education > Geography Trainer,21:35:50
1,Games > Arcade > Worms clone,20:46:10
1,Games > Arcade > Nibbles (Gnome-nibbles),20:25:20
1,Games > Arcade > MiniGolf,20:00:00
1,Games > Arcade > Block Attack,19:51:10
1,Games > Strategy > Civilization clone,18:18:10
1,Games > Board > Mastermind clone,17:43:50
1,Games > Arcade > Nikwi Deluxe,17:28:50
1,Games > Arcade > Bomberman clone,17:10:20
1,Accessories > Japanese/English Dictionary,16:39:00
1,Games > Logic > Brain Teasers,16:29:30
1,Games > Logic > Jigsaw Puzzle Game,14:47:00
1,perl,14:19:10
0,Games > Arcade > Boatmania,11:45:50
0,Education > Periodic Table,11:28:10
0,exo-desktop-item-edit,11:27:50
0,LibreOffice (libreoffice-startcenter),11:19:40
0,Games > Arcade > BurgerTime clone,10:09:00
0,Games > Logic > Klotski,09:44:30
0,Games > Action > Liero,09:28:20
0,prisonpc__Complain (Chromium),09:16:20
0,Settings > Appearance,08:43:20
0,Settings > Accessibility,08:07:00
0,Games > Logic > Swell Foop,08:00:30
0,Games > Arcade > JezzBall clone,06:45:10
0,Graphics > Vector Graphics Editor (Inkscape),05:33:10
0,main.py,05:30:30
0,Games > Other > Planarity,04:52:10
0,Games > Action > Armagetron Advanced,04:50:00
0,Games > Strategy > Battleship clone,04:36:00
0,Games > Arcade > Qonk,04:16:50
0,eduactiv8.py,03:18:20
0,Settings > Settings Manager,03:16:00
0,Games > Logic > Oxyd clone,03:11:30
0,crx_cplpighpgllfdgioblbbpjleokileeeh (Chromium),03:07:20
0,Education > Typing Tutor,03:05:20
0,Games > Arcade > Torus Trooper,02:57:40
0,Settings > Keyboard,02:40:30
0,Games > Logic > Hitori,02:39:30
0,Games > Other > Allure of the Stars,02:36:40
0,Games > Arcade > Dangen,02:23:00
0,xfce4-mime-helper,02:19:00
0,Settings > Password Reset,02:13:40
0,Games > Logic > Crayon Physics clone,02:02:30
0,Office > Finance Management,01:55:50
0,run_game.py,01:51:40
0,Games > Other > Rubik’s Cube,01:39:10
0,Games > Logic > Lights Off,01:21:40
0,Games > Arcade > Bosconian clone,01:08:30
0,Games > Other > Paradroid clone,01:07:00
0,Settings > Notifications,01:06:50
0,Office > Project Planner,00:59:10
0,factory-reset,00:57:40
0,UNKNOWN APPLICATION,00:54:30
0,print (Gimp-2.10),00:50:50
0,Graphics > Diagram Editor,00:50:20
0,file-jpeg (Gimp-2.10),00:48:40
0,helper-dialog,00:47:20
0,Games > Logic > Atomix,00:42:40
0,Games > Arcade > Zarathrusta clone,00:41:40
0,Accessories > Archive Manager,00:38:40
0,Education > Graphics Calculator,00:33:30
0,Settings > Mouse and Touchpad,00:32:40
0,file-pdf-load (Gimp-2.10),00:13:20
0,LibreOffice (libreoffice-math),00:12:00
0,Settings > Colour Profiles,00:11:30
0,Settings > Dyslexic font in Chromium,00:10:40
0,file-png (Gimp-2.10),00:06:40
0,despeckle (Gimp-2.10),00:06:30
0,file-webp (Gimp-2.10),00:04:10
0,Accessories > Screenshot,00:03:10
0,cartoon (Gimp-2.10),00:03:10
0,gvncviewer,00:03:00
0,procedure-browser (Gimp-2.10),00:01:50
0,grid (Gimp-2.10),00:01:40
0,thunar-volman,00:01:40
0,xmessage,00:01:30
0,file-gif-save (Gimp-2.10),00:01:10
0,lighting (Gimp-2.10),00:01:10
0,Accessories > Text Editor,00:01:00
0,destripe (Gimp-2.10),00:00:40
0,metadata-viewer (Gimp-2.10),00:00:30
0,Web Browser,00:00:30
0,file-pdf-save (Gimp-2.10),00:00:30
0,file-heif (Gimp-2.10),00:00:30
0,gradient-flare (Gimp-2.10),00:00:20
0,gimpressionist (Gimp-2.10),00:00:20
0,file-sgi (Gimp-2.10),00:00:20
0,Internet > Mail (Gimp-2.10),00:00:20
0,file-svg (Gimp-2.10),00:00:20
0,fractal-trace (Gimp-2.10),00:00:20
0,align-layers (Gimp-2.10),00:00:20
0,depth-merge (Gimp-2.10),00:00:20
0,animation-play (Gimp-2.10),00:00:10
0,file-pnm (Gimp-2.10),00:00:10
0,flame (Gimp-2.10),00:00:10
0,Log Out,00:00:10
0,file-bmp (Gimp-2.10),00:00:10
0,file-ps (Gimp-2.10),00:00:10
0,gimp-debug-tool-2.0,00:00:10
