Rank,Application,"Duration (6 months, all detainees)"
2,Games > Other > 2048,2 days 10:19:10
2,Accessories > Find Files,2 days 03:31:30
2,Games > Logic > Connect4 clone,1 day 21:18:10
2,Games > Arcade > Starfighter,1 day 20:21:40
2,Games > Arcade > Asteroids clone,1 day 19:48:20
2,exo-desktop-item-edit,1 day 17:54:00
2,Games > Other > Arkanoid (Breakout) clone,1 day 16:14:30
1,Games > Strategy > Lemmings clone,1 day 13:14:20
1,Education > Terrestrial Globe (Marble Virtual Globe),1 day 12:55:20
1,Games > Logic > Jigsaw Puzzle Game,1 day 10:16:40
1,Games > Board > Reversi,1 day 08:15:40
1,Games > Arcade > MiniGolf,1 day 08:03:40
1,Games > Arcade > Nibbles (Gnome-nibbles),1 day 04:48:50
1,Games > Board > Mastermind clone,1 day 04:02:00
1,Education > Geography Trainer,1 day 02:52:00
1,Games > Arcade > OpenTyrian,15:36:30
1,perl,14:33:00
1,run_game.py,14:28:50
1,Games > Other > SimCity clone,14:16:10
1,Accessories > Japanese/English Dictionary,13:34:30
0,Games > Strategy > Singularity,13:09:30
0,Games > Arcade > Worms clone,12:54:40
0,Games > Logic > Brain Teasers,12:00:30
0,Games > Action > Armagetron Advanced,11:30:40
0,Multimedia > Volume Control,10:43:00
0,Games > Logic > Swell Foop,09:38:10
0,Games > Arcade > Nikwi Deluxe,08:40:50
0,Games > Logic > Atomix,08:21:00
0,prisonpc__Complain (Chromium),07:39:10
0,Games > Strategy > Battleship clone,06:40:30
0,Games > Logic > Klotski,06:35:50
0,main.py,06:29:30
0,crx_cplpighpgllfdgioblbbpjleokileeeh (Chromium),06:18:00
0,Games > Arcade > JezzBall clone,06:07:40
0,LibreOffice (libreoffice-startcenter),06:06:30
0,Games > Arcade > BurgerTime clone,05:44:50
0,Games > Arcade > Boatmania,05:43:10
0,Settings > Appearance,05:32:00
0,Graphics > Computer Aided Design (CAD),05:25:20
0,Games > Logic > Peg Solitaire,05:21:00
0,Office > Finance Management,05:15:50
0,Games > Other > Planarity,04:57:00
0,Education > Typing Tutor,04:54:30
0,Games > Logic > Crayon Physics clone,04:44:30
0,Games > Logic > Oxyd clone,04:43:30
0,Games > Arcade > Bosconian clone,04:40:20
0,Graphics > Vector Graphics Editor (Inkscape),04:36:40
0,Games > Arcade > Block Attack,04:34:50
0,Education > Periodic Table,04:28:00
0,Settings > Keyboard,03:51:20
0,Games > Arcade > Bomberman clone,03:23:10
0,Games > Logic > Lights Off,03:20:20
0,Games > Logic > Tangrams,03:14:40
0,Settings > Settings Manager,03:07:10
0,Games > Other > Allure of the Stars,02:58:00
0,Games > Other > Rubik’s Cube,02:56:50
0,Games > Action > Liero,02:47:30
0,Graphics > Diagram Editor,01:56:20
0,Games > Arcade > Dangen,01:55:40
0,Games > Arcade > Qonk,01:48:10
0,eduactiv8.py,01:40:50
0,Games > Arcade > Torus Trooper,01:31:20
0,Games > Logic > Hitori,01:29:20
0,file-jpeg (Gimp-2.10),01:18:10
0,Settings > Notifications,01:14:40
0,Settings > Password Reset,01:12:10
0,xfce4-mime-helper,00:55:30
0,UNKNOWN APPLICATION,00:49:30
0,Office > Project Planner,00:49:20
0,file-pdf-load (Gimp-2.10),00:47:50
0,Accessories > Archive Manager,00:41:30
0,helper-dialog,00:34:30
0,Games > Other > Paradroid clone,00:33:50
0,Settings > Accessibility,00:33:50
0,Settings > Mouse and Touchpad,00:30:00
0,print (Gimp-2.10),00:26:10
0,file-png (Gimp-2.10),00:25:50
0,Education > Graphics Calculator,00:24:20
0,Settings > Dyslexic font in Chromium,00:23:50
0,LibreOffice (libreoffice-math),00:18:30
0,factory-reset,00:16:10
0,Games > Arcade > Zarathrusta clone,00:14:20
0,Settings > Colour Profiles,00:10:40
0,Accessories > Screenshot,00:07:30
0,file-webp (Gimp-2.10),00:07:20
0,Multimedia > Burn a Data Disc,00:06:00
0,Web Browser,00:01:20
0,plugin-browser (Gimp-2.10),00:01:20
0,lighting (Gimp-2.10),00:01:00
0,xmessage,00:00:50
0,despeckle (Gimp-2.10),00:00:50
0,xfsettingsd,00:00:40
0,destripe (Gimp-2.10),00:00:40
0,file-pdf-save (Gimp-2.10),00:00:30
0,metadata-viewer (Gimp-2.10),00:00:30
0,cartoon (Gimp-2.10),00:00:30
0,thunar-volman,00:00:30
0,gimpressionist (Gimp-2.10),00:00:20
0,file-svg (Gimp-2.10),00:00:20
0,Internet > Mail (Gimp-2.10),00:00:20
0,warp (Gimp-2.10),00:00:20
0,gradient-flare (Gimp-2.10),00:00:10
0,depth-merge (Gimp-2.10),00:00:10
0,align-layers (Gimp-2.10),00:00:10
0,Log Out,00:00:10
0,animation-play (Gimp-2.10),00:00:10
0,gimp-debug-tool-2.0,00:00:10
0,procedure-browser (Gimp-2.10),00:00:10
0,wavelet-decompose (Gimp-2.10),00:00:10
0,file-aa (Gimp-2.10),00:00:10
0,Multimedia > Sound Editor,00:00:10
0,file-heif (Gimp-2.10),00:00:10
0,file-bmp (Gimp-2.10),00:00:10
