Rank,Application,"Duration (6 months, all detainees)"
0,Settings > Colour Profiles,00:04:40
0,crx_cemiblbkddbhpkjgihamjdfifbkkmpkf (Chromium),00:04:10
0,thunar-volman,00:02:40
0,lighting (Gimp-2.10),00:02:40
0,imagemap (Gimp-2.10),00:02:30
0,file-webp (Gimp-2.10),00:02:20
0,xmessage,00:01:40
0,file-gif-save (Gimp-2.10),00:01:20
0,film (Gimp-2.10),00:01:00
0,Internet > Mail (Gimp-2.10),00:01:00
0,xfsettingsd,00:00:50
0,depth-merge (Gimp-2.10),00:00:40
0,sparkle (Gimp-2.10),00:00:40
0,wavelet-decompose (Gimp-2.10),00:00:30
0,file-heif (Gimp-2.10),00:00:30
0,file-svg (Gimp-2.10),00:00:30
0,despeckle (Gimp-2.10),00:00:20
0,nl-filter (Gimp-2.10),00:00:20
0,softglow (Gimp-2.10),00:00:20
0,gradient-flare (Gimp-2.10),00:00:20
0,gimp-debug-tool-2.0,00:00:20
0,photocopy (Gimp-2.10),00:00:10
0,Multimedia > Watch TV,00:00:10
0,procedure-browser (Gimp-2.10),00:00:10
0,destripe (Gimp-2.10),00:00:10
