Rank,Application,"Duration (6 months, all detainees)"
1,Games > Simulation > SimCity clone,13:55:20
1,Games > Strategy > Singularity,12:31:10
1,alephone,12:07:20
1,Games > Arcade > Worms clone,11:42:20
1,prisonpc__Complain (Chromium),10:11:40
1,Accessories > Japanese/English Dictionary,09:31:20
1,Education > Typing Tutor,08:21:20
1,Games > Arcade > Bomberman clone,08:05:20
0,Graphics > Vector Graphics Editor (Inkscape),07:27:30
0,Education > Geography Trainer,07:01:10
0,Games > Logic > Peg Solitaire,06:36:50
0,Games > Logic > Brain Teasers,06:06:20
0,Games > Logic > Oxyd clone,05:52:40
0,Games > Board > Mastermind clone,05:23:30
0,LibreOffice (libreoffice-startcenter),05:18:40
0,Games > Action > Tron,05:08:30
0,Games > Arcade > Power Manga,04:40:50
0,Accessories > Archive Manager,04:01:10
0,UNKNOWN APPLICATION,03:49:40
0,Multimedia > Volume Control,02:59:10
0,Office > Finance Management,02:58:10
0,Science > Periodic Table,02:53:10
0,Games > Strategy > Civilization clone,02:49:50
0,Games > Logic > Jigsaw Puzzle Game,02:41:10
0,Graphics > Computer Aided Design (CAD),02:23:00
0,xfce4-mime-helper,02:22:10
0,Graphics > Diagram Editor,02:16:00
0,Games > Other > Planarity,02:06:40
0,Settings > Appearance,02:06:20
0,Games > Logic > Crayon Physics clone,02:04:40
0,Settings > Settings Manager,02:02:00
0,Other > Crossword Editor,01:50:30
0,Games > Strategy > Battleship clone,01:41:30
0,Games > Logic > Lights Off,01:30:10
0,Games > Arcade > Boatmania,01:26:20
0,Games > Logic > Rubik’s Cube,01:21:10
0,Settings > Accessibility,01:16:20
0,Games > Arcade > Dangen,00:57:00
0,file-jpeg (Gimp-2.10),00:52:20
0,eduactiv8.py,00:49:30
0,Games > Other > Paradroid clone,00:49:00
0,Settings > Keyboard,00:46:40
0,Settings > Password Reset,00:44:30
0,Games > Arcade > Torus Trooper,00:39:20
0,Games > Logic > Tangrams,00:38:50
0,Games > Arcade > Block Attack,00:36:40
0,file-png (Gimp-2.10),00:31:50
0,LibreOffice (libreoffice-math),00:30:00
0,Settings > Mouse and Touchpad,00:29:00
0,Games > Arcade > Qonk,00:27:30
0,Multimedia > Metronome,00:27:00
0,file-pdf-load (Gimp-2.10),00:25:40
0,Games > Logic > Hitori,00:24:40
0,Games > Other > Allure of the Stars,00:24:20
0,Games > Logic > Atomix,00:24:10
0,Settings > Notifications,00:23:00
0,Games > Arcade > Zarathrusta clone,00:22:40
0,Office > Project Planner,00:19:30
0,Education > Graphics Calculator,00:12:50
0,helper-dialog,00:12:40
0,factory-reset,00:10:40
0,Games > Action > Liero,00:09:00
0,crx_cplpighpgllfdgioblbbpjleokileeeh (Chromium),00:07:40
0,print (Gimp-2.10),00:05:00
0,Settings > Dyslexic font in Chromium,00:04:30
0,Accessories > Screenshot,00:04:00
0,crx_cemiblbkddbhpkjgihamjdfifbkkmpkf (Chromium),00:03:40
0,Settings > Colour Profiles,00:03:10
0,lighting (Gimp-2.10),00:02:40
0,imagemap (Gimp-2.10),00:02:30
0,thunar-volman,00:01:50
0,file-webp (Gimp-2.10),00:01:50
0,xmessage,00:01:30
0,file-gif-save (Gimp-2.10),00:01:20
0,Internet > Mail (Gimp-2.10),00:01:00
0,film (Gimp-2.10),00:01:00
0,depth-merge (Gimp-2.10),00:00:40
0,xfsettingsd,00:00:40
0,sparkle (Gimp-2.10),00:00:40
0,wavelet-decompose (Gimp-2.10),00:00:30
0,file-heif (Gimp-2.10),00:00:30
0,file-svg (Gimp-2.10),00:00:30
0,despeckle (Gimp-2.10),00:00:20
0,gimp-debug-tool-2.0,00:00:20
0,nl-filter (Gimp-2.10),00:00:20
0,softglow (Gimp-2.10),00:00:20
0,gradient-flare (Gimp-2.10),00:00:20
0,photocopy (Gimp-2.10),00:00:10
0,procedure-browser (Gimp-2.10),00:00:10
0,destripe (Gimp-2.10),00:00:10
